SAMEA3138186,
SAMN11175628,
SAMN11175616,
SAMN11175640,
SAMN11175630,
SAMN11175620,
SAMN11175639,
SAMN11175631,
SAMN11175629,
SAMN11175624,
SAMN11175636,
SAMN11175635,
SAMN11175625,
SAMN11175632,
SAMN11175627,
SAMN11175626,
SAMN11175619,
SAMN11175623,
SAMN11175618,
SAMN11175607,
SAMN11175622,
SAMN11175615,
SAMN11175614,
SAMN11175617,
SAMN11175613,
SAMN11175608,
SAMN11175612,
SAMN11175598,
SAMN11175603,
SAMN11175606,
SAMN11175611,
SAMN11175610,
SAMN11175594,
SAMN11175604,
SAMN11175609,
SAMN11175605,
SAMN11175587,
SAMN11175588,
SAMN11175589,
SAMN11175599,
SAMN11175600,
SAMN11175601,
SAMN11175593,
SAMN11175590,
SAMN11175596,
SAMN11175592,
SAMN11175591,
SAMN11175595,
SAMN11175602,
SAMN13025165,
SAMN11175642,
SAMN13008646,
SAMN13975784,
SAMN13612188,
SAMN14466324,
SAMN14466325,
SAMN11254210,
SAMN14667806,
SAMN14820654,
SAMN14830786,
SAMN14832454,
SAMN14832387,
SAMN07285687,
SAMN14375130,
SAMN14375129,
SAMN14375125,
SAMN14375127,
SAMN14375126,
SAMN14375128,
SAMN11242055,
SAMN14910682,
SAMN15361562,
SAMD00212273,
SAMN13028851,
SAMN13025398,
SAMN13028840,
SAMN13028842,
SAMN13028838,
SAMN14986023,
SAMN14986024,
SAMN15430096,
SAMN15430097,
SAMN14550073,
SAMN14559931,
SAMN14550524,
SAMN14598160,
SAMN14598174,
SAMN14598229,
SAMN12252225,
SAMEA5243365,
SAMN11974903,
SAMN11974904,
SAMN11974905,
SAMN11974902,
SAMN15887715,
SAMN16574825,
SAMN15239172,
SAMN16093280,
SAMN16872357,
SAMN16871896,
SAMN16563685,
SAMN16824906,
SAMN17109638,
SAMN17109637,
SAMN15854353,
SAMD00258402,
SAMN16357255,
SAMN16357388,
SAMN16357387,
SAMN15354353,
SAMN14225423,
SAMN14225426,
SAMN14225473,
SAMN13388595,
SAMN15828263,
SAMN18679467,
SAMN17983074,
SAMN17983076,
SAMN17983075,
SAMN17983077,
SAMN13613317,
SAMN18317715,
SAMN18317713,
SAMN18317714,
SAMN18227822,
SAMN19460184,
SAMN19690183,
SAMN19700552,
SAMEA3432862,
SAMEA3733527,
SAMEA4072170,
SAMEA4443152,
SAMEA17757418,
SAMEA36497668,
SAMEA104667425,
SAMEA104667422,
SAMEA104667424,
SAMEA104667423,
SAMEA104667427,
SAMEA104667426,
SAMEA104710485,
SAMEA104710487,
SAMEA104710491,
SAMEA104710489,
SAMEA104710492,
SAMEA104710486,
SAMEA104710493,
SAMEA104710490,
SAMEA104710488,
SAMEA104710500,
SAMEA104710497,
SAMEA104710496,
SAMEA104710498,
SAMEA104710499,
SAMEA104710501,
SAMEA104710494,
SAMEA104710503,
SAMEA104710504,
SAMEA104710505,
SAMEA104710506,
SAMEA3491711,
SAMEA3500267,
SAMEA3491703,
SAMEA3518008,
SAMEA3491695,
SAMEA3518003,
SAMEA3504578,
SAMEA3504580,
SAMEA3504582,
SAMEA3491706,
SAMEA3504573,
SAMEA3518004,
SAMEA3614277,
SAMEA3672889,
SAMEA3233551,
SAMEA5047402,
SAMEA5047399,
SAMEA5047398,
SAMEA5047401,
SAMEA104317636,
SAMEA104317472,
SAMEA5047400,
SAMEA5099550,
SAMEA5099551,
SAMEA5099552,
SAMEA5099553,
SAMEA5099554,
SAMEA2771254,
SAMEA3491692,
SAMEA3491693,
SAMEA3491698,
SAMEA3499061,
SAMEA3491715,
SAMEA3504579,
SAMEA3518011,
SAMEA3529261,
SAMEA3518006,
SAMEA3251419,
SAMEA3499041,
SAMEA3499063,
SAMEA3724096,
SAMEA4076710,
SAMEA6377381,
SAMEA6377380,
